,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
600,fukue,JP,2022-05-04 19:45:53,32.6881,128.8419,62,78,64.52599999999998,2.96
601,falealupo,,,,,,,,
602,matamoros,MX,2022-05-04 19:45:53,25.5333,-103.25,5,8,91.32799999999997,2.24
603,namatanai,PG,2022-05-04 19:45:54,-3.6667,152.4333,91,82,80.31199999999995,3.1
604,tulnici,RO,2022-05-04 19:45:54,45.9167,26.6667,95,89,49.78399999999999,1.5
605,longyan,CN,2022-05-04 19:45:55,25.1072,117.0225,100,89,62.07799999999996,0.89
606,aklavik,CA,2022-05-04 19:45:55,68.2191,-135.0107,100,74,26.86999999999996,5.14
607,itarema,BR,2022-05-04 19:45:56,-2.9248,-39.9167,96,77,83.44399999999997,5.44
608,saleaula,,,,,,,,
609,tooele,US,2022-05-04 19:45:57,40.5308,-112.2983,96,72,46.49000000000002,2.76
610,buraydah,SA,2022-05-04 19:41:31,26.326,43.975,31,12,97.51999999999997,3.59
611,hovd,MN,2022-05-04 19:45:58,48.0056,91.6419,84,27,45.158,3.58
612,puri,IN,2022-05-04 19:45:58,19.8,85.85,41,88,83.19200000000001,3.65
613,borlange,,,,,,,,
614,doha,QA,2022-05-04 19:41:38,25.2867,51.5333,0,23,95.25199999999998,2.06
615,chicama,PE,2022-05-04 19:45:59,-7.8447,-79.1469,35,56,65.20999999999998,4.09
616,corinth,GR,2022-05-04 19:45:30,37.9407,22.9573,32,70,64.68800000000005,0.86
617,singapore,SG,2022-05-04 19:36:02,1.2897,103.8501,75,86,82.61600000000001,1.54
618,pangai,TO,2022-05-04 19:46:01,-19.8,-174.35,20,73,75.57799999999997,0
619,semenivka,UA,2022-05-04 19:44:48,52.1783,32.5818,46,57,41.377999999999965,4.69
620,moosomin,CA,2022-05-04 19:46:02,50.1333,-101.6677,19,41,59.900000000000006,4.2
621,pangnirtung,CA,2022-05-04 19:46:02,66.1451,-65.7125,20,85,12.46999999999996,3.09
622,saint anthony,US,2022-05-04 19:46:03,45.0205,-93.218,0,47,62.924000000000014,2.06
623,salvaterra de magos,PT,2022-05-04 19:46:03,39.0279,-8.7935,24,45,75.41600000000001,5.97
624,asau,RO,2022-05-04 19:46:04,46.4333,26.4,94,85,58.38800000000005,1.76
625,darnah,LY,2022-05-04 19:46:04,32.767,22.6367,0,82,62.13200000000002,6.26
626,sorvag,,,,,,,,
627,acajutla,SV,2022-05-04 19:46:05,13.5928,-89.8275,78,61,88.39399999999998,3.01
628,adrar,MR,2022-05-04 19:46:05,20.5022,-10.0711,6,12,96.18800000000005,4.24
629,edd,ER,2022-05-04 19:46:06,13.9297,41.6925,2,55,91.27400000000002,5.79
630,singaraja,ID,2022-05-04 19:46:06,-8.112,115.0882,100,84,80.74399999999997,1.84
